x,v(x)
1.53153153153153e-01,6.37961548477173e-01
1.54154154154154e-01,6.39108683220524e-01
1.55155155155155e-01,6.40234412876011e-01
1.56156156156156e-01,6.41338950639949e-01
1.57157157157157e-01,6.42422507585200e-01
1.58158158158158e-01,6.43485292682327e-01
1.59159159159159e-01,6.44527512820528e-01
1.60160160160160e-01,6.45549372828369e-01
1.61161161161161e-01,6.46551075494308e-01
1.62162162162162e-01,6.47532821587016e-01
1.63163163163163e-01,6.48494809875490e-01
1.64164164164164e-01,6.49437237148974e-01
1.65165165165165e-01,6.50360298236676e-01
1.66166166166166e-01,6.51264186027290e-01
1.67167167167167e-01,6.52149091488324e-01
1.68168168168168e-01,6.53015203685234e-01
1.69169169169169e-01,6.53862709800372e-01
1.70170170170170e-01,6.54691795151737e-01
1.71171171171171e-01,6.55502643211548e-01
1.72172172172172e-01,6.56295435624625e-01
1.73173173173173e-01,6.57070352226593e-01
1.74174174174174e-01,6.57827571061900e-01
1.75175175175175e-01,6.58567268401659e-01
1.76176176176176e-01,6.59289618761307e-01
1.77177177177177e-01,6.59994794918094e-01
1.78178178178178e-01,6.60682967928398e-01
1.79179179179179e-01,6.61354307144860e-01
1.80180180180180e-01,6.62008980233355e-01
1.81181181181181e-01,6.62647153189796e-01
1.82182182182182e-01,6.63268990356761e-01
1.83183183183183e-01,6.63874654439966e-01
1.84184184184184e-01,6.64464306524563e-01
1.85185185185185e-01,6.65038106091286e-01
1.86186186186186e-01,6.65596211032427e-01
1.87187187187187e-01,6.66138777667659e-01
1.88188188188188e-01,6.66665960759700e-01
1.89189189189189e-01,6.67177913529817e-01
1.90190190190190e-01,6.67674787673185e-01
1.91191191191191e-01,6.68156733374080e-01
1.92192192192192e-01,6.68623899320934e-01
1.93193193193193e-01,6.69076432721229e-01
1.94194194194194e-01,6.69514479316249e-01
1.95195195195195e-01,6.69938183395686e-01
1.96196196196196e-01,6.70347687812093e-01
1.97197197197197e-01,6.70743133995201e-01
1.98198198198198e-01,6.71124661966092e-01
1.99199199199199e-01,6.71492410351225e-01
2.00200200200200e-01,6.71846516396330e-01
2.01201201201201e-01,6.72187115980159e-01
2.02202202202202e-01,6.72514343628101e-01
2.03203203203203e-01,6.72828332525663e-01
2.04204204204204e-01,6.73129214531811e-01
2.05205205205205e-01,6.73417120192188e-01
2.06206206206206e-01,6.73692178752193e-01
2.07207207207207e-01,6.73954518169929e-01
2.08208208208208e-01,6.74204265129028e-01
2.09209209209209e-01,6.74441545051343e-01
2.10210210210210e-01,6.74666482109514e-01
2.11211211211211e-01,6.74879199239415e-01
2.12212212212212e-01,6.75079818152467e-01
2.13213213213213e-01,6.75268459347837e-01
2.14214214214214e-01,6.75445242124511e-01
2.15215215215215e-01,6.75610284593246e-01
2.16216216216216e-01,6.75763703688411e-01
2.17217217217217e-01,6.75905615179695e-01
2.18218218218218e-01,6.76036133683716e-01
2.19219219219219e-01,6.76155372675499e-01
2.20220220220220e-01,6.76263444499850e-01
2.21221221221221e-01,6.76360460382613e-01
2.22222222222222e-01,6.76446530441812e-01
2.23223223223223e-01,6.76521763698689e-01
2.24224224224224e-01,6.76586268088625e-01
2.25225225225225e-01,6.76640150471956e-01
2.26226226226226e-01,6.76683516644683e-01
2.27227227227227e-01,6.76716471349069e-01
2.28228228228228e-01,6.76739118284135e-01
2.29229229229229e-01,6.76751560116055e-01
2.30230230230230e-01,6.76753898488437e-01
2.31231231231231e-01,6.76746234032511e-01
2.32232232232232e-01,6.76728666377216e-01
2.33233233233233e-01,6.76701294159174e-01
2.34234234234234e-01,6.76664215032582e-01
2.35235235235235e-01,6.76617525678993e-01
2.36236236236236e-01,6.76561321817003e-01
2.37237237237237e-01,6.76495698211847e-01
2.38238238238238e-01,6.76420748684886e-01
2.39239239239239e-01,6.76336566123017e-01
2.40240240240240e-01,6.76243242487974e-01
2.41241241241241e-01,6.76140868825548e-01
2.42242242242242e-01,6.76029535274703e-01
2.43243243243243e-01,6.75909331076615e-01
2.44244244244244e-01,6.75780344583611e-01
2.45245245245245e-01,6.75642663268019e-01
2.46246246246246e-01,6.75496373730940e-01
2.47247247247247e-01,6.75341561710919e-01
2.48248248248248e-01,6.75178312092539e-01
2.49249249249249e-01,6.75006708914925e-01
2.50250250250250e-01,6.74826835380168e-01
2.51251251251251e-01,6.74638773861659e-01
2.52252252252252e-01,6.74442605912343e-01
2.53253253253253e-01,6.74238412272891e-01
2.54254254254254e-01,6.74026272879794e-01
2.55255255255255e-01,6.73806266873364e-01
2.56256256256256e-01,6.73578472605675e-01
2.57257257257257e-01,6.73342967648404e-01
2.58258258258258e-01,6.73099828800611e-01
2.59259259259259e-01,6.72849132096430e-01
2.60260260260260e-01,6.72590952812690e-01
2.61261261261261e-01,6.72325365476456e-01
2.62262262262262e-01,6.72052443872500e-01
2.63263263263263e-01,6.71772261050688e-01
2.64264264264264e-01,6.71484889333308e-01
2.65265265265265e-01,6.71190400322309e-01
2.66266266266266e-01,6.70888864906482e-01
2.67267267267267e-01,6.70580353268559e-01
2.68268268268268e-01,6.70264934892246e-01
2.69269269269269e-01,6.69942678569186e-01
2.70270270270270e-01,6.69613652405853e-01
2.71271271271271e-01,6.69277923830375e-01
2.72272272272272e-01,6.68935559599291e-01
2.73273273273273e-01,6.68586625804237e-01
2.74274274274274e-01,6.68231187878575e-01
2.75275275275275e-01,6.67869310603945e-01
2.76276276276276e-01,6.67501058116754e-01
2.77277277277277e-01,6.67126493914609e-01
2.78278278278278e-01,6.66745680862674e-01
2.79279279279279e-01,6.66358681199972e-01
2.80280280280280e-01,6.65965556545619e-01
2.81281281281281e-01,6.65566367905002e-01
2.82282282282282e-01,6.65161175675889e-01
2.83283283283283e-01,6.64750039654481e-01
2.84284284284284e-01,6.64333019041405e-01
2.85285285285285e-01,6.63910172447643e-01
2.86286286286286e-01,6.63481557900412e-01
2.87287287287287e-01,6.63047232848968e-01
2.88288288288288e-01,6.62607254170371e-01
2.89289289289289e-01,6.62161678175182e-01
2.90290290290290e-01,6.61710560613101e-01
2.91291291291291e-01,6.61253956678560e-01
2.92292292292292e-01,6.60791921016248e-01
2.93293293293293e-01,6.60324507726591e-01
2.94294294294294e-01,6.59851770371169e-01
2.95295295295295e-01,6.59373761978084e-01
2.96296296296296e-01,6.58890535047276e-01
2.97297297297297e-01,6.58402141555780e-01
2.98298298298298e-01,6.57908632962936e-01
2.99299299299299e-01,6.57410060215546e-01
3.00300300300300e-01,6.56906473752977e-01
3.01301301301301e-01,6.56397923512216e-01
3.02302302302302e-01,6.55884458932874e-01
3.03303303303303e-01,6.55366128962140e-01
3.04304304304304e-01,6.54842982059685e-01
3.05305305305305e-01,6.54315066202519e-01
3.06306306306306e-01,6.53782428889794e-01
3.07307307307307e-01,6.53245117147571e-01
3.08308308308308e-01,6.52703177533525e-01
3.09309309309309e-01,6.52156656141614e-01
3.10310310310310e-01,6.51605598606697e-01
3.11311311311311e-01,6.51050050109106e-01
3.12312312312312e-01,6.50490055379172e-01
3.13313313313313e-01,6.49925658701711e-01
3.14314314314314e-01,6.49356903920457e-01
3.15315315315315e-01,6.48783834442458e-01
3.16316316316316e-01,6.48206493242424e-01
3.17317317317317e-01,6.47624922867034e-01
3.18318318318318e-01,6.47039165439198e-01
3.19319319319319e-01,6.46449262662279e-01
3.20320320320320e-01,6.45855255824272e-01
3.21321321321321e-01,6.45257185801940e-01
3.22322322322322e-01,6.44655093064910e-01
3.23323323323323e-01,6.44049017679728e-01
3.24324324324324e-01,6.43438999313875e-01
3.25325325325325e-01,6.42825077239741e-01
3.26326326326326e-01,6.42207290338559e-01
3.27327327327327e-01,6.41585677104302e-01
3.28328328328328e-01,6.40960275647542e-01
3.29329329329329e-01,6.40331123699264e-01
3.30330330330330e-01,6.39698258614652e-01
3.31331331331331e-01,6.39061717376828e-01
3.32332332332332e-01,6.38421536600559e-01
3.33333333333333e-01,6.37777752535927e-01
3.34334334334334e-01,6.37130401071960e-01
3.35335335335335e-01,6.36479517740230e-01
3.36336336336336e-01,6.35825137718408e-01
3.37337337337337e-01,6.35167295833798e-01
3.38338338338338e-01,6.34506026566816e-01
3.39339339339339e-01,6.33841364054455e-01
3.40340340340340e-01,6.33173342093698e-01
3.41341341341341e-01,6.32501994144908e-01
3.42342342342342e-01,6.31827353335182e-01
3.43343343343343e-01,6.31149452461666e-01
3.44344344344344e-01,6.30468323994845e-01
3.45345345345345e-01,6.29784000081796e-01
3.46346346346346e-01,6.29096512549409e-01
3.47347347347347e-01,6.28405892907574e-01
3.48348348348348e-01,6.27712172352342e-01
3.49349349349349e-01,6.27015381769046e-01
3.50350350350350e-01,6.26315551735403e-01
3.51351351351351e-01,6.25612712524570e-01
3.52352352352352e-01,6.24906894108182e-01
3.53353353353353e-01,6.24198126159356e-01
3.54354354354354e-01,6.23486438055660e-01
3.55355355355355e-01,6.22771858882060e-01
3.56356356356356e-01,6.22054417433834e-01
3.57357357357357e-01,6.21334142219458e-01
3.58358358358358e-01,6.20611061463458e-01
3.59359359359359e-01,6.19885203109244e-01
3.60360360360360e-01,6.19156594821907e-01
3.61361361361361e-01,6.18425263990992e-01
3.62362362362362e-01,6.17691237733242e-01
3.63363363363363e-01,6.16954542895314e-01
3.64364364364364e-01,6.16215206056471e-01
3.65365365365365e-01,6.15473253531244e-01
3.66366366366366e-01,6.14728711372072e-01
3.67367367367367e-01,6.13981605371905e-01
3.68368368368368e-01,6.13231961066797e-01
3.69369369369369e-01,6.12479803738459e-01
3.70370370370370e-01,6.11725158416796e-01
3.71371371371371e-01,6.10968049882411e-01
3.72372372372372e-01,6.10208502669092e-01
3.73373373373373e-01,6.09446541066267e-01
3.74374374374374e-01,6.08682189121442e-01
3.75375375375375e-01,6.07915470642606e-01
3.76376376376376e-01,6.07146409200618e-01
3.77377377377377e-01,6.06375028131571e-01
3.78378378378378e-01,6.05601350539129e-01
3.79379379379379e-01,6.04825399296841e-01
3.80380380380380e-01,6.04047197050432e-01
3.81381381381381e-01,6.03266766220077e-01
3.82382382382382e-01,6.02484129002642e-01
3.83383383383383e-01,6.01699307373912e-01
3.84384384384384e-01,6.00912323090791e-01
3.85385385385385e-01,6.00123197693481e-01
3.86386386386386e-01,5.99331952507645e-01
3.87387387387387e-01,5.98538608646538e-01
3.88388388388388e-01,5.97743187013128e-01
3.89389389389389e-01,5.96945708302184e-01
3.90390390390390e-01,5.96146193002358e-01
3.91391391391391e-01,5.95344661398230e-01
3.92392392392392e-01,5.94541133572345e-01
3.93393393393393e-01,5.93735629407226e-01
3.94394394394394e-01,5.92928168587363e-01
3.95395395395395e-01,5.92118770601186e-01
3.96396396396396e-01,5.91307454743020e-01
3.97397397397397e-01,5.90494240115018e-01
3.98398398398398e-01,5.89679145629073e-01
3.99399399399399e-01,5.88862190008713e-01
4.00400400400400e-01,5.88043391790980e-01
4.01401401401401e-01,5.87222769328286e-01
4.02402402402402e-01,5.86400340790248e-01
4.03403403403403e-01,5.85576124165518e-01
4.04404404404404e-01,5.84750137263574e-01
4.05405405405405e-01,5.83922397716513e-01
4.06406406406406e-01,5.83092922980816e-01
4.07407407407407e-01,5.82261730339093e-01
4.08408408408408e-01,5.81428836901821e-01
4.09409409409409e-01,5.80594259609053e-01
4.10410410410410e-01,5.79758015232119e-01
4.11411411411411e-01,5.78920120375306e-01
4.12412412412412e-01,5.78080591477519e-01
4.13413413413413e-01,5.77239444813931e-01
4.14414414414414e-01,5.76396696497614e-01
4.15415415415415e-01,5.75552362481152e-01
4.16416416416416e-01,5.74706458558240e-01
4.17417417417417e-01,5.73859000365265e-01
4.18418418418418e-01,5.73010003382878e-01
4.19419419419419e-01,5.72159482937539e-01
4.20420420420420e-01,5.71307454203054e-01
4.21421421421421e-01,5.70453932202100e-01
4.22422422422422e-01,5.69598931807725e-01
4.23423423423423e-01,5.68742467744841e-01
4.24424424424424e-01,5.67884554591699e-01
4.25425425425425e-01,5.67025206781347e-01
4.26426426426426e-01,5.66164438603083e-01
4.27427427427427e-01,5.65302264203879e-01
4.28428428428428e-01,5.64438697589803e-01
4.29429429429429e-01,5.63573752627422e-01
4.30430430430430e-01,5.62707443045192e-01
4.31431431431431e-01,5.61839782434830e-01
4.32432432432432e-01,5.60970784252679e-01
4.33433433433433e-01,5.60100461821058e-01
4.34434434434434e-01,5.59228828329593e-01
4.35435435435435e-01,5.58355896836540e-01
4.36436436436436e-01,5.57481680270094e-01
4.37437437437437e-01,5.56606191429685e-01
4.38438438438438e-01,5.55729442987258e-01
4.39439439439439e-01,5.54851447488547e-01
4.40440440440440e-01,5.53972217354328e-01
4.41441441441441e-01,5.53091764881665e-01
4.42442442442442e-01,5.52210102245142e-01
4.43443443443443e-01,5.51327241498084e-01
4.44444444444444e-01,5.50443194573765e-01
4.45445445445445e-01,5.49557973286599e-01
4.46446446446446e-01,5.48671589333332e-01
4.47447447447447e-01,5.47784054294206e-01
4.48448448448448e-01,5.46895379634126e-01
4.49449449449449e-01,5.46005576703802e-01
4.50450450450450e-01,5.45114656740893e-01
4.51451451451451e-01,5.44222630871130e-01
4.52452452452452e-01,5.43329510109429e-01
4.53453453453453e-01,5.42435305360997e-01
4.54454454454454e-01,5.41540027422426e-01
4.55455455455455e-01,5.40643686982771e-01
4.56456456456456e-01,5.39746294624626e-01
4.57457457457457e-01,5.38847860825178e-01
4.58458458458458e-01,5.37948395957263e-01
4.59459459459459e-01,5.37047910290401e-01
4.60460460460460e-01,5.36146413991829e-01
4.61461461461461e-01,5.35243917127515e-01
4.62462462462462e-01,5.34340429663172e-01
4.63463463463463e-01,5.33435961465250e-01
4.64464464464464e-01,5.32530522301933e-01
4.65465465465465e-01,5.31624121844109e-01
4.66466466466466e-01,5.30716769666346e-01
4.67467467467467e-01,5.29808475247847e-01
4.68468468468468e-01,5.28899247973402e-01
4.69469469469469e-01,5.27989097134327e-01
4.70470470470470e-01,5.27078031929397e-01
4.71471471471471e-01,5.26166061465767e-01
4.72472472472472e-01,5.25253194759881e-01
4.73473473473473e-01,5.24339440738382e-01
4.74474474474474e-01,5.23424808239002e-01
4.75475475475475e-01,5.22509306011446e-01
4.76476476476476e-01,5.21592942718275e-01
4.77477477477477e-01,5.20675726935767e-01
4.78478478478478e-01,5.19757667154783e-01
4.79479479479479e-01,5.18838771781610e-01
4.80480480480480e-01,5.17919049138813e-01
4.81481481481481e-01,5.16998507466059e-01
4.82482482482482e-01,5.16077154920949e-01
4.83483483483483e-01,5.15154999579835e-01
4.84484484484485e-01,5.14232049438626e-01
4.85485485485485e-01,5.13308312413592e-01
4.86486486486486e-01,5.12383796342155e-01
4.87487487487487e-01,5.11458508983679e-01
4.88488488488488e-01,5.10532458020241e-01
4.89489489489490e-01,5.09605651057405e-01
4.90490490490490e-01,5.08678095624982e-01
4.91491491491491e-01,5.07749799177788e-01
4.92492492492492e-01,5.06820769096385e-01
4.93493493493493e-01,5.05891012687828e-01
4.94494494494495e-01,5.04960537186390e-01
4.95495495495495e-01,5.04029349754291e-01
4.96496496496497e-01,5.03097457482416e-01
4.97497497497497e-01,5.02164867391022e-01
4.98498498498498e-01,5.01231586430445e-01
4.99499499499500e-01,5.00297621481795e-01
5.00500500500501e-01,4.99362979357647e-01
5.01501501501502e-01,4.98427666802719e-01
5.02502502502503e-01,4.97491690494554e-01
5.03503503503503e-01,4.96555057044184e-01
5.04504504504504e-01,4.95617772996797e-01
5.05505505505506e-01,4.94679844832389e-01
5.06506506506507e-01,4.93741278966414e-01
5.07507507507508e-01,4.92802081750429e-01
5.08508508508508e-01,4.91862259472728e-01
5.09509509509509e-01,4.90921818358974e-01
5.10510510510511e-01,4.89980764572822e-01
5.11511511511512e-01,4.89039104216535e-01
5.12512512512513e-01,4.88096843331598e-01
5.13513513513513e-01,4.87153987899324e-01
5.14514514514514e-01,4.86210543841448e-01
5.15515515515516e-01,4.85266517020727e-01
5.16516516516517e-01,4.84321913241524e-01
5.17517517517518e-01,4.83376738250388e-01
5.18518518518518e-01,4.82430997736636e-01
5.19519519519519e-01,4.81484697332915e-01
5.20520520520521e-01,4.80537842615772e-01
5.21521521521522e-01,4.79590439106212e-01
5.22522522522523e-01,4.78642492270249e-01
5.23523523523523e-01,4.77694007519456e-01
5.24524524524524e-01,4.76744990211505e-01
5.25525525525526e-01,4.75795445650707e-01
5.26526526526527e-01,4.74845379088540e-01
5.27527527527528e-01,4.73894795724178e-01
5.28528528528528e-01,4.72943700705011e-01
5.29529529529529e-01,4.71992099127159e-01
5.30530530530531e-01,4.71039996035986e-01
5.31531531531532e-01,4.70087396426603e-01
5.32532532532533e-01,4.69134305244369e-01
5.33533533533533e-01,4.68180727385388e-01
5.34534534534534e-01,4.67226667696998e-01
5.35535535535536e-01,4.66272130978255e-01
5.36536536536537e-01,4.65317121980420e-01
5.37537537537538e-01,4.64361645407427e-01
5.38538538538539e-01,4.63405705916362e-01
5.39539539539539e-01,4.62449308117924e-01
5.40540540540541e-01,4.61492456576888e-01
5.41541541541542e-01,4.60535155812568e-01
5.42542542542543e-01,4.59577410299260e-01
5.43543543543544e-01,4.58619224466699e-01
5.44544544544544e-01,4.57660602700497e-01
5.45545545545546e-01,4.56701549342589e-01
5.46546546546547e-01,4.55742068691660e-01
5.47547547547548e-01,4.54782165003581e-01
5.48548548548549e-01,4.53821842491834e-01
5.49549549549550e-01,4.52861105327936e-01
5.50550550550551e-01,4.51899957641854e-01
5.51551551551552e-01,4.50938403522421e-01
5.52552552552553e-01,4.49976447017742e-01
5.53553553553554e-01,4.49014092135607e-01
5.54554554554555e-01,4.48051342843885e-01
5.55555555555556e-01,4.47088203070926e-01
5.56556556556557e-01,4.46124676705954e-01
5.57557557557558e-01,4.45160767599453e-01
5.58558558558559e-01,4.44196479563559e-01
5.59559559559560e-01,4.43231816372439e-01
5.60560560560561e-01,4.42266781762666e-01
5.61561561561562e-01,4.41301379433599e-01
5.62562562562563e-01,4.40335613047750e-01
5.63563563563564e-01,4.39369486231152e-01
5.64564564564565e-01,4.38403002573725e-01
5.65565565565566e-01,4.37436165629629e-01
5.66566566566567e-01,4.36468978917626e-01
5.67567567567568e-01,4.35501445921433e-01
5.68568568568569e-01,4.34533570090066e-01
5.69569569569570e-01,4.33565354838189e-01
5.70570570570571e-01,4.32596803546457e-01
5.71571571571572e-01,4.31627919561853e-01
5.72572572572573e-01,4.30658706198023e-01
5.73573573573574e-01,4.29689166735609e-01
5.74574574574575e-01,4.28719304422579e-01
5.75575575575576e-01,4.27749122474549e-01
5.76576576576577e-01,4.26778624075108e-01
5.77577577577578e-01,4.25807812376137e-01
5.78578578578579e-01,4.24836690498122e-01
5.79579579579580e-01,4.23865261530472e-01
5.80580580580581e-01,4.22893528531822e-01
5.81581581581582e-01,4.21921494530344e-01
5.82582582582583e-01,4.20949162524049e-01
5.83583583583584e-01,4.19976535481089e-01
5.84584584584585e-01,4.19003616340051e-01
5.85585585585586e-01,4.18030408010254e-01
5.86586586586587e-01,4.17056913372041e-01
5.87587587587588e-01,4.16083135277065e-01
5.88588588588589e-01,4.15109076548578e-01
5.89589589589590e-01,4.14134739981710e-01
5.90590590590591e-01,4.13160128343753e-01
5.91591591591592e-01,4.12185244374436e-01
5.92592592592593e-01,4.11210090786201e-01
5.93593593593594e-01,4.10234670264473e-01
5.94594594594595e-01,4.09258985467929e-01
5.95595595595596e-01,4.08283039028767e-01
5.96596596596597e-01,4.07306833552967e-01
5.97597597597598e-01,4.06330371620555e-01
5.98598598598599e-01,4.05353655785858e-01
5.99599599599600e-01,4.04376688577762e-01
6.00600600600601e-01,4.03399472499965e-01
6.01601601601602e-01,4.02422010031229e-01
6.02602602602603e-01,4.01444303625626e-01
6.03603603603604e-01,4.00466355712786e-01
6.04604604604605e-01,3.99488168698140e-01
6.05605605605606e-01,3.98509744963160e-01
6.06606606606607e-01,3.97531086865598e-01
6.07607607607608e-01,3.96552196739725e-01
6.08608608608609e-01,3.95573076896559e-01
6.09609609609610e-01,3.94593729624102e-01
6.10610610610611e-01,3.93614157187569e-01
6.11611611611612e-01,3.92634361829609e-01
6.12612612612613e-01,3.91654345770538e-01
6.13613613613614e-01,3.90674111208556e-01
6.14614614614615e-01,3.89693660319969e-01
6.15615615615616e-01,3.88712995259405e-01
6.16616616616617e-01,3.87732118160034e-01
6.17617617617618e-01,3.86751031133779e-01
6.18618618618619e-01,3.85769736271529e-01
6.19619619619620e-01,3.84788235643344e-01
6.20620620620621e-01,3.83806531298670e-01
6.21621621621622e-01,3.82824625266539e-01
6.22622622622623e-01,3.81842519555773e-01
6.23623623623624e-01,3.80860216155187e-01
6.24624624624625e-01,3.79877717033785e-01
6.25625625625626e-01,3.78895024140964e-01
6.26626626626627e-01,3.77912139406700e-01
6.27627627627628e-01,3.76929064741749e-01
6.28628628628629e-01,3.75945802037836e-01
6.29629629629630e-01,3.74962353167843e-01
6.30630630630631e-01,3.73978719985999e-01
6.31631631631632e-01,3.72994904328063e-01
6.32632632632633e-01,3.72010908011511e-01
6.33633633633634e-01,3.71026732835717e-01
6.34634634634635e-01,3.70042380582133e-01
