-350.988,-291.168,-1.30913e+32
-343.217,-261.47,-1.31824e+32
-334.723,-231.953,-1.32742e+32
-325.512,-202.634,-1.33666e+32
-315.588,-173.531,-1.34596e+32
-304.956,-144.663,-1.35532e+32
-293.623,-116.048,-1.36476e+32
-281.595,-87.7019,-1.37425e+32
-268.878,-59.6431,-1.38382e+32
-255.48,-31.8887,-1.39345e+32
-241.408,-4.45569,-1.40315e+32
-226.671,22.639,-1.41291e+32
-211.277,49.3788,-1.42274e+32
-195.235,75.7472,-1.43264e+32
-178.554,101.728,-1.44261e+32
-161.244,127.305,-1.45265e+32
-143.315,152.463,-1.46276e+32
-124.778,177.186,-1.47294e+32
-105.643,201.459,-1.48319e+32
-85.9218,225.268,-1.49351e+32
-65.6261,248.596,-1.50391e+32
-44.7678,271.43,-1.51437e+32
-23.3594,293.757,-1.52491e+32
-1.41348,315.561,-1.53552e+32
21.0568,336.83,-1.54621e+32
44.038,357.551,-1.55697e+32
67.5164,377.71,-1.5678e+32
91.478,397.296,-1.57871e+32
115.908,416.296,-1.5897e+32
140.793,434.699,-1.60076e+32
166.117,452.492,-1.6119e+32
191.864,469.666,-1.62312e+32
218.02,486.209,-1.63442e+32
244.568,502.112,-1.64579e+32
271.493,517.364,-1.65724e+32
298.779,531.957,-1.66878e+32
326.408,545.88,-1.68039e+32
354.364,559.126,-1.69208e+32
382.629,571.686,-1.70386e+32
411.188,583.552,-1.71572e+32
440.022,594.718,-1.72766e+32
469.115,605.176,-1.73968e+32
498.447,614.92,-1.75179e+32
528.002,623.944,-1.76398e+32
557.761,632.243,-1.77625e+32
587.706,639.81,-1.78861e+32
617.819,646.642,-1.80106e+32
648.081,652.734,-1.8136e+32
678.475,658.083,-1.82622e+32
708.98,662.685,-1.83893e+32
739.58,666.537,-1.85172e+32
770.254,669.638,-1.86461e+32
800.984,671.985,-1.87758e+32
831.751,673.577,-1.89065e+32
862.537,674.412,-1.90381e+32
893.322,674.492,-1.91706e+32
924.087,673.814,-1.9304e+32
954.814,672.381,-1.94383e+32
985.483,670.193,-1.95736e+32
1016.08,667.251,-1.97098e+32
1046.57,663.557,-1.9847e+32
1076.96,659.114,-1.99851e+32
1107.21,653.924,-2.01242e+32
1137.31,647.991,-2.02642e+32
1167.24,641.319,-2.04052e+32
1196.98,633.912,-2.05472e+32
1226.51,625.774,-2.06902e+32
1255.82,616.911,-2.08342e+32
1284.89,607.329,-2.09792e+32
1313.69,597.032,-2.11252e+32
1342.22,586.029,-2.12722e+32
1370.45,574.326,-2.14202e+32
1398.36,561.93,-2.15693e+32
1425.94,548.849,-2.17194e+32
1453.18,535.092,-2.18706e+32
1480.05,520.667,-2.20228e+32
1506.53,505.584,-2.2176e+32
1532.62,489.851,-2.23303e+32
1558.29,473.479,-2.24857e+32
1583.53,456.479,-2.26422e+32
1608.32,438.861,-2.27998e+32
1632.65,420.636,-2.29585e+32
1656.51,401.815,-2.31182e+32
1679.87,382.412,-2.32791e+32
1702.72,362.437,-2.34411e+32
1725.05,341.904,-2.36042e+32
1746.85,320.826,-2.37685e+32
1768.1,299.216,-2.39339e+32
1788.78,277.088,-2.41005e+32
1808.9,254.456,-2.42682e+32
1828.42,231.334,-2.44371e+32
1847.34,207.737,-2.46071e+32
1865.65,183.68,-2.47784e+32
1883.34,159.179,-2.49508e+32
1900.4,134.248,-2.51245e+32
1916.8,108.903,-2.52993e+32
1932.56,83.1618,-2.54754e+32
1947.64,57.0395,-2.56526e+32
1962.06,30.5531,-2.58312e+32
1975.78,3.71929,-2.60109e+32
1988.82,-23.4447,-2.61919e+32
2001.15,-50.9216,-2.63742e+32
2012.78,-78.6939,-2.65577e+32
2023.69,-106.744,-2.67426e+32
2033.88,-135.054,-2.69287e+32
2043.33,-163.605,-2.71161e+32
2052.05,-192.38,-2.73048e+32
2060.03,-221.36,-2.74948e+32
2067.27,-250.526,-2.76861e+32
2073.75,-279.861,-2.78788e+32
2079.47,-309.344,-2.80728e+32
2084.44,-338.958,-2.82682e+32
2088.65,-368.683,-2.84649e+32
2092.09,-398.501,-2.8663e+32
2094.76,-428.391,-2.88625e+32
2096.66,-458.336,-2.90633e+32
2097.8,-488.315,-2.92656e+32
2098.16,-518.31,-2.94692e+32
2097.75,-548.301,-2.96743e+32
2096.57,-578.269,-2.98808e+32
2094.62,-608.195,-3.00888e+32
2091.89,-638.059,-3.02981e+32
2088.4,-667.842,-3.0509e+32
2084.15,-697.526,-3.07213e+32
2079.12,-727.09,-3.09351e+32
2073.34,-756.516,-3.11504e+32
2066.8,-785.785,-3.13672e+32
2059.51,-814.877,-3.15855e+32
2051.47,-843.775,-3.18053e+32
2042.68,-872.459,-3.20266e+32
2033.15,-900.91,-3.22495e+32
2022.9,-929.111,-3.24739e+32
2011.91,-957.043,-3.26999e+32
2000.21,-984.688,-3.29274e+32
1987.79,-1012.03,-3.31566e+32
1974.66,-1039.04,-3.33873e+32
1960.84,-1065.72,-3.36197e+32
1946.33,-1092.04,-3.38536e+32
1931.14,-1117.98,-3.40892e+32
1915.29,-1143.53,-3.43265e+32
1898.77,-1168.67,-3.45653e+32
1881.6,-1193.39,-3.48059e+32
1863.79,-1217.66,-3.50481e+32
1845.35,-1241.48,-3.5292e+32
1826.29,-1264.83,-3.55376e+32
1806.63,-1287.68,-3.57849e+32
1786.38,-1310.03,-3.6034e+32
1765.54,-1331.87,-3.62847e+32
1744.14,-1353.17,-3.65372e+32
1722.19,-1373.92,-3.67915e+32
1699.69,-1394.11,-3.70475e+32
1676.67,-1413.73,-3.73053e+32
1653.13,-1432.76,-3.7565e+32
1629.1,-1451.19,-3.78264e+32
1604.59,-1469,-3.80896e+32
1579.61,-1486.2,-3.83547e+32
1554.17,-1502.75,-3.86216e+32
1528.3,-1518.66,-3.88904e+32
1502.02,-1533.91,-3.9161e+32
1475.33,-1548.49,-3.94335e+32
1448.25,-1562.39,-3.9708e+32
1420.8,-1575.6,-3.99843e+32
1393.01,-1588.12,-4.02625e+32
1364.88,-1599.92,-4.05427e+32
1336.43,-1611.02,-4.08249e+32
1307.68,-1621.39,-4.1109e+32
1278.65,-1631.03,-4.13951e+32
1249.36,-1639.93,-4.16831e+32
1219.82,-1648.09,-4.19732e+32
1190.06,-1655.49,-4.22653e+32
1160.1,-1662.15,-4.25594e+32
1129.94,-1668.04,-4.28556e+32
1099.62,-1673.17,-4.31539e+32
1069.14,-1677.53,-4.34542e+32
1038.54,-1681.11,-4.37566e+32
1007.82,-1683.92,-4.40611e+32
977.017,-1685.95,-4.43677e+32
946.137,-1687.2,-4.46765e+32
915.205,-1687.66,-4.49874e+32
884.239,-1687.34,-4.53004e+32
853.26,-1686.24,-4.56157e+32
822.287,-1684.35,-4.59331e+32
791.34,-1681.67,-4.62528e+32
760.438,-1678.21,-4.65747e+32
729.601,-1673.97,-4.68988e+32
698.848,-1668.94,-4.72252e+32
668.199,-1663.13,-4.75538e+32
637.674,-1656.55,-4.78847e+32
607.292,-1649.2,-4.8218e+32
577.073,-1641.07,-4.85535e+32
547.034,-1632.18,-4.88914e+32
517.197,-1622.52,-4.92317e+32
487.579,-1612.11,-4.95743e+32
458.2,-1600.95,-4.99193e+32
429.078,-1589.04,-5.02666e+32
400.232,-1576.4,-5.06165e+32
371.681,-1563.02,-5.09687e+32
343.442,-1548.92,-5.13234e+32
315.534,-1534.1,-5.16806e+32
287.975,-1518.58,-5.20402e+32
260.783,-1502.35,-5.24024e+32
233.974,-1485.44,-5.2767e+32
207.566,-1467.84,-5.31343e+32
181.577,-1449.58,-5.3504e+32
156.022,-1430.65,-5.38764e+32
130.919,-1411.08,-5.42513e+32
106.283,-1390.87,-5.46288e+32
82.1307,-1370.03,-5.5009e+32
58.4775,-1348.58,-5.53918e+32
35.3388,-1326.53,-5.57773e+32
12.7295,-1303.89,-5.61655e+32
-9.33563,-1280.67,-5.65563e+32
-30.8423,-1256.89,-5.69499e+32
-51.7764,-1232.57,-5.73462e+32
-72.1244,-1207.71,-5.77453e+32
-91.8728,-1182.33,-5.81471e+32
-111.009,-1156.46,-5.85518e+32
-129.52,-1130.09,-5.89593e+32
-147.394,-1103.25,-5.93696e+32
-164.619,-1075.95,-5.97827e+32
-181.183,-1048.22,-6.01988e+32
-197.076,-1020.06,-6.06177e+32
-212.288,-991.49,-6.10395e+32
-226.807,-962.534,-6.14643e+32
-240.624,-933.206,-6.18921e+32
-253.731,-903.523,-6.23228e+32
-266.117,-873.503,-6.27565e+32
-277.776,-843.164,-6.31932e+32
-288.698,-812.525,-6.3633e+32
-298.876,-781.603,-6.40758e+32
-308.303,-750.418,-6.45217e+32
-316.974,-718.989,-6.49707e+32
-324.88,-687.333,-6.54229e+32
-332.018,-655.471,-6.58782e+32
-338.382,-623.421,-6.63366e+32
-343.966,-591.203,-6.67983e+32
-348.768,-558.837,-6.72631e+32
-352.783,-526.342,-6.77312e+32
-356.008,-493.738,-6.82025e+32
-358.44,-461.044,-6.86772e+32
-360.078,-428.28,-6.91551e+32
-360.919,-395.467,-6.96364e+32
-360.963,-362.625,-7.0121e+32
-360.207,-329.772,-7.06089e+32
-358.654,-296.93,-7.11003e+32
-356.302,-264.118,-7.15951e+32
-353.152,-231.356,-7.20934e+32
-349.206,-198.664,-7.25951e+32
-344.465,-166.063,-7.31003e+32
-338.932,-133.571,-7.3609e+32
-332.61,-101.209,-7.41212e+32
-325.501,-68.9972,-7.4637e+32
-317.61,-36.9543,-7.51564e+32
-308.941,-5.10035,-7.56795e+32
-299.499,26.5453,-7.62061e+32
-289.288,57.9632,-7.67365e+32
-278.314,89.1342,-7.72705e+32
-266.585,120.039,-7.78082e+32
-254.106,150.659,-7.83497e+32
-240.884,180.975,-7.88949e+32
-226.928,210.969,-7.9444e+32
-212.245,240.623,-7.99968e+32
-196.843,269.917,-8.05535e+32
-180.733,298.835,-8.11141e+32
-163.923,327.358,-8.16786e+32
-146.423,355.469,-8.2247e+32
-128.243,383.15,-8.28194e+32
-109.395,410.385,-8.33957e+32
-89.8888,437.157,-8.39761e+32
-69.737,463.45,-8.45605e+32
-48.9512,489.247,-8.51489e+32
-27.5439,514.532,-8.57415e+32
-5.52792,539.29,-8.63382e+32
17.0836,563.505,-8.6939e+32
40.2769,587.163,-8.7544e+32
64.0383,610.25,-8.81533e+32
88.3532,632.75,-8.87667e+32
113.207,654.65,-8.93845e+32
138.585,675.937,-9.00065e+32
164.471,696.598,-9.06329e+32
190.851,716.619,-9.12636e+32
217.707,735.989,-9.18987e+32
245.023,754.695,-9.25382e+32
272.784,772.726,-9.31822e+32
300.972,790.071,-9.38307e+32
329.569,806.719,-9.44837e+32
358.559,822.66,-9.51412e+32
387.924,837.884,-9.58033e+32
417.645,852.382,-9.647e+32
447.705,866.145,-9.71413e+32
478.085,879.163,-9.78174e+32
508.767,891.431,-9.84981e+32
539.732,902.939,-9.91835e+32
570.96,913.68,-9.98738e+32
602.433,923.649,-1.00569e+33
634.131,932.839,-1.01269e+33
666.035,941.244,-1.01973e+33
698.125,948.859,-1.02683e+33
730.381,955.68,-1.03398e+33
762.783,961.702,-1.04117e+33
795.313,966.921,-1.04842e+33
827.948,971.335,-1.05571e+33
860.67,974.941,-1.06306e+33
893.458,977.737,-1.07046e+33
926.291,979.721,-1.07791e+33
959.15,980.892,-1.08541e+33
992.015,981.249,-1.09296e+33
1024.86,980.792,-1.10057e+33
1057.68,979.521,-1.10823e+33
1090.43,977.438,-1.11594e+33
1123.11,974.544,-1.12371e+33
1155.7,970.84,-1.13153e+33
1188.17,966.329,-1.1394e+33
1220.5,961.015,-1.14733e+33
1252.67,954.9,-1.15531e+33
1284.67,947.988,-1.16335e+33
1316.46,940.284,-1.17145e+33
1348.05,931.793,-1.1796e+33
1379.39,922.52,-1.18781e+33
1410.48,912.47,-1.19608e+33
1441.3,901.652,-1.2044e+33
1471.81,890.07,-1.21278e+33
1502.02,877.734,-1.22122e+33
1531.89,864.65,-1.22972e+33
