Particle,vx,vy,vz
1,1517.71,-1888.93,-2.00658e+08
0,1700.35,1279.08,1.72168e+09
1,1468.53,-1926.9,-2.02055e+08
0,1730.76,1234.63,1.73366e+09
1,1418.4,-1963.64,-2.03461e+08
0,1760.06,1189.42,1.74573e+09
1,1367.36,-1999.13,-2.04877e+08
0,1788.24,1143.48,1.75787e+09
1,1315.43,-2033.35,-2.06303e+08
0,1815.26,1096.83,1.77011e+09
1,1262.64,-2066.26,-2.07738e+08
0,1841.12,1049.51,1.78243e+09
1,1209.03,-2097.86,-2.09184e+08
0,1865.8,1001.54,1.79483e+09
1,1154.63,-2128.12,-2.1064e+08
0,1889.28,952.948,1.80732e+09
1,1099.48,-2157.02,-2.12105e+08
0,1911.54,903.772,1.8199e+09
1,1043.61,-2184.54,-2.13582e+08
0,1932.58,854.038,1.83256e+09
1,987.047,-2210.66,-2.15068e+08
0,1952.38,803.779,1.84532e+09
1,929.834,-2235.38,-2.16565e+08
0,1970.92,753.024,1.85816e+09
1,872.005,-2258.66,-2.18072e+08
0,1988.19,701.805,1.87109e+09
1,813.595,-2280.49,-2.19589e+08
0,2004.18,650.153,1.88411e+09
1,754.64,-2300.87,-2.21117e+08
0,2018.88,598.102,1.89722e+09
1,695.177,-2319.78,-2.22656e+08
0,2032.28,545.683,1.91042e+09
1,635.243,-2337.2,-2.24206e+08
0,2044.37,492.928,1.92372e+09
1,574.874,-2353.12,-2.25766e+08
0,2055.15,439.871,1.93711e+09
1,514.109,-2367.53,-2.27337e+08
0,2064.59,386.544,1.95059e+09
1,452.985,-2380.42,-2.28919e+08
0,2072.71,332.98,1.96416e+09
1,391.54,-2391.79,-2.30512e+08
0,2079.49,279.213,1.97783e+09
1,329.812,-2401.62,-2.32116e+08
0,2084.92,225.277,1.99159e+09
1,267.84,-2409.92,-2.33732e+08
0,2089.01,171.205,2.00545e+09
1,205.662,-2416.66,-2.35358e+08
0,2091.75,117.03,2.01941e+09
1,143.317,-2421.85,-2.36996e+08
0,2093.14,62.786,2.03346e+09
1,80.8437,-2425.48,-2.38645e+08
0,2093.17,8.50761,2.04761e+09
1,18.2811,-2427.55,-2.40306e+08
0,2091.84,-45.7717,2.06186e+09
1,-44.3317,-2428.06,-2.41978e+08
0,2089.16,-100.018,2.07621e+09
1,-106.956,-2427,-2.43662e+08
0,2085.12,-154.198,2.09066e+09
1,-169.552,-2424.38,-2.45358e+08
0,2079.74,-208.276,2.10521e+09
1,-232.081,-2420.2,-2.47066e+08
0,2073,-262.221,2.11986e+09
1,-294.503,-2414.45,-2.48785e+08
0,2064.91,-315.996,2.13461e+09
1,-356.781,-2407.15,-2.50516e+08
0,2055.48,-369.57,2.14947e+09
1,-418.874,-2398.29,-2.5226e+08
0,2044.71,-422.908,2.16443e+09
1,-480.744,-2387.88,-2.54015e+08
0,2032.62,-475.977,2.17949e+09
1,-542.352,-2375.92,-2.55783e+08
0,2019.19,-528.744,2.19466e+09
1,-603.66,-2362.42,-2.57563e+08
0,2004.45,-581.175,2.20993e+09
1,-664.629,-2347.4,-2.59355e+08
0,1988.4,-633.238,2.22531e+09
1,-725.22,-2330.85,-2.6116e+08
0,1971.05,-684.899,2.24079e+09
1,-785.396,-2312.79,-2.62978e+08
0,1952.41,-736.127,2.25639e+09
1,-845.119,-2293.22,-2.64808e+08
0,1932.49,-786.889,2.27209e+09
1,-904.35,-2272.17,-2.6665e+08
0,1911.31,-837.153,2.2879e+09
1,-963.054,-2249.63,-2.68506e+08
0,1888.87,-886.887,2.30382e+09
1,-1021.19,-2225.63,-2.70375e+08
0,1865.19,-936.061,2.31986e+09
1,-1078.73,-2200.18,-2.72256e+08
0,1840.28,-984.642,2.336e+09
1,-1135.63,-2173.29,-2.74151e+08
0,1814.16,-1032.6,2.35226e+09
1,-1191.85,-2144.98,-2.76059e+08
0,1786.84,-1079.91,2.36863e+09
1,-1247.37,-2115.27,-2.7798e+08
0,1758.34,-1126.53,2.38511e+09
1,-1302.14,-2084.17,-2.79914e+08
0,1728.68,-1172.44,2.40171e+09
1,-1356.13,-2051.7,-2.81862e+08
0,1697.87,-1217.61,2.41842e+09
1,-1409.31,-2017.89,-2.83824e+08
0,1665.93,-1262.01,2.43525e+09
1,-1461.64,-1982.75,-2.85799e+08
0,1632.89,-1305.61,2.4522e+09
1,-1513.1,-1946.3,-2.87788e+08
0,1598.76,-1348.38,2.46927e+09
1,-1563.63,-1908.57,-2.89791e+08
0,1563.56,-1390.3,2.48645e+09
1,-1613.23,-1869.58,-2.91807e+08
0,1527.32,-1431.35,2.50375e+09
1,-1661.84,-1829.35,-2.93838e+08
0,1490.05,-1471.48,2.52118e+09
1,-1709.45,-1787.91,-2.95883e+08
0,1451.79,-1510.69,2.53872e+09
1,-1756.03,-1745.28,-2.97942e+08
0,1412.54,-1548.93,2.55639e+09
1,-1801.53,-1701.48,-3.00015e+08
0,1372.34,-1586.2,2.57418e+09
1,-1845.94,-1656.55,-3.02103e+08
0,1331.21,-1622.46,2.59209e+09
1,-1889.22,-1610.52,-3.04206e+08
0,1289.18,-1657.7,2.61013e+09
1,-1931.36,-1563.4,-3.06323e+08
0,1246.27,-1691.88,2.6283e+09
1,-1972.31,-1515.24,-3.08454e+08
0,1202.51,-1724.99,2.64659e+09
1,-2012.05,-1466.05,-3.10601e+08
0,1157.92,-1757.01,2.665e+09
1,-2050.57,-1415.87,-3.12762e+08
0,1112.53,-1787.91,2.68355e+09
1,-2087.83,-1364.73,-3.14939e+08
0,1066.38,-1817.68,2.70223e+09
1,-2123.81,-1312.67,-3.17131e+08
0,1019.48,-1846.29,2.72103e+09
1,-2158.48,-1259.7,-3.19338e+08
0,971.872,-1873.73,2.73997e+09
1,-2191.83,-1205.87,-3.2156e+08
0,923.58,-1899.98,2.75903e+09
1,-2223.84,-1151.22,-3.23798e+08
0,874.633,-1925.03,2.77823e+09
1,-2254.47,-1095.76,-3.26051e+08
0,825.064,-1948.85,2.79757e+09
1,-2283.72,-1039.54,-3.2832e+08
0,774.902,-1971.43,2.81704e+09
1,-2311.56,-982.592,-3.30605e+08
0,724.178,-1992.76,2.83664e+09
1,-2337.97,-924.951,-3.32906e+08
0,672.924,-2012.82,2.85638e+09
1,-2362.95,-866.653,-3.35222e+08
0,621.171,-2031.61,2.87626e+09
1,-2386.46,-807.733,-3.37555e+08
0,568.951,-2049.09,2.89628e+09
1,-2408.5,-748.228,-3.39904e+08
0,516.298,-2065.27,2.91643e+09
1,-2429.05,-688.176,-3.4227e+08
0,463.243,-2080.14,2.93673e+09
1,-2448.1,-627.612,-3.44652e+08
0,409.819,-2093.68,2.95716e+09
1,-2465.64,-566.576,-3.4705e+08
0,356.06,-2105.89,2.97774e+09
1,-2481.64,-505.104,-3.49465e+08
0,301.999,-2116.75,2.99847e+09
1,-2496.11,-443.235,-3.51897e+08
0,247.669,-2126.26,3.01933e+09
1,-2509.03,-381.008,-3.54346e+08
0,193.104,-2134.41,3.04034e+09
1,-2520.4,-318.46,-3.56812e+08
0,138.339,-2141.2,3.0615e+09
1,-2530.2,-255.632,-3.59295e+08
0,83.4074,-2146.63,3.08281e+09
1,-2538.42,-192.562,-3.61795e+08
0,28.3432,-2150.68,3.10426e+09
1,-2545.07,-129.289,-3.64313e+08
0,-26.8189,-2153.35,3.12586e+09
1,-2550.14,-65.8538,-3.66848e+08
0,-82.0448,-2154.64,3.14762e+09
1,-2553.62,-2.29472,-3.69401e+08
0,-137.3,-2154.56,3.16952e+09
1,-2555.51,61.3481,-3.71972e+08
0,-192.549,-2153.09,3.19158e+09
1,-2555.81,125.035,-3.74561e+08
0,-247.759,-2150.25,3.21379e+09
1,-2554.52,188.726,-3.77167e+08
0,-302.895,-2146.02,3.23615e+09
1,-2551.63,252.381,-3.79792e+08
0,-357.921,-2140.42,3.25868e+09
1,-2547.15,315.961,-3.82435e+08
0,-412.804,-2133.44,3.28135e+09
1,-2541.08,379.425,-3.85096e+08
0,-467.51,-2125.09,3.30419e+09
1,-2533.43,442.735,-3.87776e+08
0,-522.003,-2115.38,3.32718e+09
1,-2524.19,505.85,-3.90475e+08
0,-576.251,-2104.3,3.35034e+09
1,-2513.37,568.73,-3.93192e+08
0,-630.218,-2091.87,3.37365e+09
1,-2500.98,631.336,-3.95929e+08
0,-683.871,-2078.09,3.39713e+09
1,-2487.02,693.63,-3.98684e+08
0,-737.176,-2062.97,3.42077e+09
1,-2471.51,755.571,-4.01458e+08
0,-790.1,-2046.52,3.44458e+09
1,-2454.44,817.12,-4.04252e+08
0,-842.609,-2028.75,3.46855e+09
1,-2435.84,878.24,-4.07065e+08
0,-894.671,-2009.66,3.49269e+09
1,-2415.71,938.892,-4.09898e+08
0,-946.252,-1989.28,3.51699e+09
1,-2394.06,999.036,-4.12751e+08
0,-997.32,-1967.61,3.54147e+09
1,-2370.91,1058.64,-4.15623e+08
0,-1047.84,-1944.66,3.56611e+09
1,-2346.27,1117.65,-4.18515e+08
0,-1097.79,-1920.45,3.59093e+09
1,-2320.15,1176.05,-4.21428e+08
0,-1147.13,-1894.99,3.61592e+09
1,-2292.58,1233.8,-4.24361e+08
0,-1195.82,-1868.3,3.64108e+09
1,-2263.56,1290.84,-4.27314e+08
0,-1243.85,-1840.4,3.66642e+09
1,-2233.11,1347.16,-4.30288e+08
0,-1291.18,-1811.29,3.69194e+09
1,-2201.25,1402.72,-4.33282e+08
0,-1337.77,-1781.01,3.71763e+09
1,-2168.01,1457.48,-4.36297e+08
0,-1383.61,-1749.56,3.7435e+09
1,-2133.4,1511.4,-4.39334e+08
0,-1428.65,-1716.96,3.76955e+09
1,-2097.44,1564.45,-4.42391e+08
0,-1472.88,-1683.24,3.79578e+09
1,-2060.15,1616.6,-4.4547e+08
0,-1516.26,-1648.42,3.8222e+09
1,-2021.56,1667.82,-4.4857e+08
0,-1558.77,-1612.52,3.8488e+09
1,-1981.69,1718.06,-4.51691e+08
0,-1600.37,-1575.55,3.87558e+09
1,-1940.56,1767.31,-4.54835e+08
0,-1641.05,-1537.55,3.90255e+09
1,-1898.2,1815.53,-4.58e+08
0,-1680.78,-1498.53,3.92971e+09
1,-1854.64,1862.68,-4.61187e+08
0,-1719.52,-1458.52,3.95706e+09
1,-1809.9,1908.74,-4.64397e+08
0,-1757.27,-1417.54,3.9846e+09
1,-1764,1953.68,-4.67628e+08
0,-1793.98,-1375.62,4.01233e+09
1,-1716.99,1997.47,-4.70883e+08
0,-1829.65,-1332.79,4.04025e+09
1,-1668.88,2040.08,-4.7416e+08
0,-1864.24,-1289.06,4.06836e+09
1,-1619.7,2081.48,-4.77459e+08
0,-1897.73,-1244.47,4.09668e+09
1,-1569.49,2121.65,-4.80782e+08
0,-1930.11,-1199.05,4.12519e+09
1,-1518.28,2160.56,-4.84128e+08
0,-1961.35,-1152.82,4.15389e+09
1,-1466.1,2198.19,-4.87497e+08
0,-1991.42,-1105.81,4.1828e+09
1,-1412.97,2234.52,-4.90889e+08
0,-2020.32,-1058.05,4.21191e+09
1,-1358.94,2269.51,-4.94306e+08
0,-2048.03,-1009.57,4.24122e+09
1,-1304.03,2303.14,-4.97746e+08
0,-2074.52,-960.4,4.27073e+09
1,-1248.28,2335.4,-5.01209e+08
0,-2099.77,-910.57,4.30046e+09
1,-1191.73,2366.27,-5.04697e+08
0,-2123.78,-860.11,4.33038e+09
1,-1134.41,2395.71,-5.0821e+08
0,-2146.52,-809.053,4.36052e+09
1,-1076.35,2423.72,-5.11746e+08
0,-2167.98,-757.429,4.39086e+09
1,-1017.59,2450.28,-5.15308e+08
0,-2188.15,-705.271,4.42142e+09
1,-958.168,2475.37,-5.18894e+08
0,-2207.02,-652.611,4.45219e+09
1,-898.12,2498.96,-5.22505e+08
0,-2224.56,-599.481,4.48317e+09
1,-837.483,2521.05,-5.26141e+08
0,-2240.77,-545.916,4.51437e+09
1,-776.294,2541.63,-5.29802e+08
0,-2255.64,-491.947,4.54579e+09
1,-714.593,2560.67,-5.33489e+08
0,-2269.16,-437.609,4.57742e+09
1,-652.416,2578.16,-5.37202e+08
0,-2281.32,-382.935,4.60928e+09
1,-589.802,2594.1,-5.4094e+08
0,-2292.1,-327.96,4.64135e+09
1,-526.792,2608.47,-5.44705e+08
0,-2301.51,-272.717,4.67365e+09
1,-463.423,2621.26,-5.48495e+08
0,-2309.54,-217.242,4.70618e+09
1,-399.735,2632.47,-5.52312e+08
0,-2316.18,-161.568,4.73893e+09
1,-335.768,2642.08,-5.56156e+08
0,-2321.42,-105.731,4.77191e+09
1,-271.562,2650.09,-5.60026e+08
0,-2325.26,-49.7655,4.80511e+09
1,-207.157,2656.49,-5.63924e+08
0,-2327.7,6.29386,4.83855e+09
1,-142.593,2661.28,-5.67848e+08
0,-2328.74,62.4118,4.87223e+09
1,-77.9104,2664.45,-5.718e+08
0,-2328.37,118.553,4.90613e+09
1,-13.1497,2666,-5.75779e+08
0,-2326.6,174.683,4.94027e+09
1,51.6487,2665.93,-5.79786e+08
0,-2323.42,230.766,4.97465e+09
1,116.444,2664.24,-5.83821e+08
0,-2318.84,286.766,5.00927e+09
1,181.196,2660.93,-5.87884e+08
0,-2312.85,342.65,5.04413e+09
1,245.864,2655.99,-5.91975e+08
0,-2305.47,398.382,5.07924e+09
1,310.408,2649.44,-5.96094e+08
0,-2296.69,453.926,5.11458e+09
1,374.786,2641.27,-6.00243e+08
0,-2286.51,509.248,5.15018e+09
1,438.959,2631.49,-6.0442e+08
0,-2274.96,564.314,5.18602e+09
1,502.886,2620.1,-6.08626e+08
0,-2262.02,619.088,5.22211e+09
1,566.527,2607.11,-6.12862e+08
0,-2247.71,673.536,5.25845e+09
1,629.842,2592.53,-6.17126e+08
0,-2232.04,727.623,5.29504e+09
1,692.792,2576.37,-6.21421e+08
0,-2215.01,781.316,5.33189e+09
1,755.336,2558.63,-6.25746e+08
0,-2196.64,834.582,5.369e+09
1,817.435,2539.32,-6.301e+08
0,-2176.94,887.385,5.40636e+09
1,879.05,2518.46,-6.34485e+08
0,-2155.91,939.693,5.44398e+09
1,940.143,2496.05,-6.38901e+08
0,-2133.58,991.473,5.48187e+09
1,1000.67,2472.12,-6.43347e+08
0,-2109.95,1042.69,5.52002e+09
1,1060.61,2446.67,-6.47824e+08
0,-2085.03,1093.32,5.55843e+09
1,1119.9,2419.72,-6.52332e+08
0,-2058.85,1143.32,5.59711e+09
1,1178.52,2391.29,-6.56872e+08
0,-2031.42,1192.66,5.63606e+09
1,1236.43,2361.39,-6.61443e+08
0,-2002.75,1241.32,5.67529e+09
1,1293.58,2330.04,-6.66046e+08
0,-1972.86,1289.25,5.71478e+09
1,1349.96,2297.27,-6.70681e+08
0,-1941.77,1336.44,5.75455e+09
1,1405.51,2263.08,-6.75349e+08
0,-1909.5,1382.84,5.7946e+09
1,1460.21,2227.5,-6.80048e+08
0,-1876.07,1428.44,5.83492e+09
1,1514.01,2190.55,-6.84781e+08
0,-1841.5,1473.2,5.87553e+09
1,1566.89,2152.25,-6.89546e+08
0,-1805.81,1517.09,5.91642e+09
1,1618.82,2112.63,-6.94345e+08
0,-1769.01,1560.09,5.95759e+09
1,1669.75,2071.71,-6.99177e+08
0,-1731.15,1602.16,5.99905e+09
1,1719.65,2029.52,-7.04043e+08
0,-1692.22,1643.29,6.0408e+09
1,1768.5,1986.08,-7.08942e+08
0,-1652.27,1683.44,6.08284e+09
1,1816.27,1941.41,-7.13876e+08
0,-1611.31,1722.59,6.12517e+09
1,1862.91,1895.56,-7.18844e+08
0,-1569.38,1760.71,6.16779e+09
1,1908.41,1848.53,-7.23846e+08
0,-1526.49,1797.78,6.21072e+09
1,1952.73,1800.36,-7.28884e+08
0,-1482.67,1833.78,6.25394e+09
1,1995.85,1751.09,-7.33956e+08
0,-1437.95,1868.68,6.29746e+09
1,2037.73,1700.74,-7.39064e+08
0,-1392.35,1902.45,6.34128e+09
1,2078.36,1649.33,-7.44207e+08
0,-1345.91,1935.09,6.38541e+09
1,2117.69,1596.92,-7.49386e+08
0,-1298.65,1966.56,6.42985e+09
1,2155.72,1543.51,-7.54601e+08
0,-1250.61,1996.85,6.4746e+09
1,2192.41,1489.16,-7.59852e+08
0,-1201.8,2025.94,6.51965e+09
1,2227.74,1433.89,-7.6514e+08
0,-1152.27,2053.8,6.56502e+09
1,2261.69,1377.73,-7.70465e+08
0,-1102.04,2080.43,6.61071e+09
1,2294.23,1320.73,-7.75827e+08
0,-1051.14,2105.79,6.65671e+09
1,2325.35,1262.91,-7.81226e+08
0,-999.611,2129.88,6.70304e+09
1,2355.02,1204.31,-7.86662e+08
0,-947.475,2152.68,6.74969e+09
1,2383.22,1144.97,-7.92137e+08
0,-894.769,2174.18,6.79666e+09
1,2409.94,1084.92,-7.97649e+08
0,-841.524,2194.35,6.84396e+09
1,2435.16,1024.2,-8.032e+08
0,-787.773,2213.2,6.89159e+09
1,2458.86,962.857,-8.0879e+08
0,-733.551,2230.69,6.93954e+09
1,2481.03,900.917,-8.14418e+08
0,-678.89,2246.83,6.98784e+09
1,2501.64,838.423,-8.20086e+08
0,-623.824,2261.6,7.03647e+09
1,2520.7,775.413,-8.25793e+08
0,-568.389,2274.99,7.08543e+09
1,2538.17,711.926,-8.3154e+08
0,-512.617,2287,7.13474e+09
1,2554.06,648.001,-8.37327e+08
0,-456.545,2297.61,7.18439e+09
1,2568.36,583.679,-8.43154e+08
0,-400.207,2306.81,7.23439e+09
1,2581.04,518.999,-8.49021e+08
0,-343.638,2314.6,7.28474e+09
1,2592.1,454.002,-8.5493e+08
0,-286.873,2320.98,7.33543e+09
1,2601.54,388.728,-8.60879e+08
0,-229.948,2325.94,7.38648e+09
1,2609.35,323.217,-8.6687e+08
0,-172.898,2329.47,7.43788e+09
1,2615.52,257.511,-8.72903e+08
0,-115.759,2331.58,7.48964e+09
1,2620.05,191.65,-8.78977e+08
0,-58.5662,2332.25,7.54176e+09
1,2622.93,125.676,-8.85094e+08
0,-1.35618,2331.49,7.59425e+09
1,2624.16,59.6293,-8.91254e+08
0,55.8357,2329.3,7.6471e+09
1,2623.74,-6.44816,-8.97456e+08
0,112.974,2325.68,7.70031e+09
1,2621.66,-72.5154,-9.03702e+08
0,170.022,2320.63,7.7539e+09
1,2617.94,-138.531,-9.0999e+08
0,226.944,2314.16,7.80786e+09
1,2612.56,-204.454,-9.16323e+08
0,283.706,2306.25,7.8622e+09
1,2605.54,-270.242,-9.227e+08
0,340.27,2296.93,7.91691e+09
1,2596.87,-335.855,-9.29121e+08
0,396.602,2286.19,7.97201e+09
1,2586.56,-401.252,-9.35587e+08
0,452.667,2274.04,8.02748e+09
1,2574.62,-466.391,-9.42098e+08
0,508.428,2260.49,8.08335e+09
1,2561.05,-531.232,-9.48654e+08
0,563.851,2245.55,8.1396e+09
1,2545.86,-595.733,-9.55256e+08
0,618.902,2229.21,8.19625e+09
1,2529.05,-659.855,-9.61904e+08
0,673.544,2211.5,8.25328e+09
1,2510.64,-723.557,-9.68598e+08
0,727.745,2192.43,8.31072e+09
1,2490.64,-786.799,-9.75338e+08
0,781.469,2171.99,8.36855e+09
1,2469.06,-849.541,-9.82126e+08
0,834.683,2150.22,8.42679e+09
1,2445.92,-911.744,-9.8896e+08
0,887.354,2127.11,8.48544e+09
1,2421.21,-973.368,-9.95843e+08
0,939.447,2102.68,8.54449e+09
1,2394.97,-1034.37,-1.00277e+09
0,990.931,2076.95,8.60395e+09
1,2367.2,-1094.72,-1.00975e+09
0,1041.77,2049.93,8.66382e+09
1,2337.93,-1154.38,-1.01678e+09
0,1091.94,2021.64,8.72412e+09
1,2307.16,-1213.31,-1.02385e+09
0,1141.4,1992.1,8.78483e+09
1,2274.92,-1271.46,-1.03098e+09
0,1190.12,1961.32,8.84596e+09
1,2241.23,-1328.81,-1.03815e+09
0,1238.07,1929.32,8.90752e+09
1,2206.1,-1385.32,-1.04538e+09
0,1285.22,1896.12,8.96951e+09
1,2169.56,-1440.95,-1.05265e+09
0,1331.55,1861.74,9.03193e+09
1,2131.64,-1495.67,-1.05998e+09
0,1377.01,1826.2,9.09479e+09
1,2092.34,-1549.43,-1.06736e+09
0,1421.59,1789.52,9.15808e+09
1,2051.71,-1602.22,-1.07478e+09
0,1465.25,1751.73,9.22181e+09
1,2009.75,-1653.99,-1.08226e+09
0,1507.97,1712.85,9.28598e+09
1,1966.5,-1704.71,-1.08979e+09
0,1549.72,1672.9,9.35061e+09
1,1921.98,-1754.35,-1.09738e+09
0,1590.47,1631.9,9.41568e+09
1,1876.23,-1802.88,-1.10502e+09
0,1630.19,1589.89,9.4812e+09
1,1829.26,-1850.27,-1.1127e+09
0,1668.86,1546.88,9.54718e+09
1,1781.11,-1896.48,-1.12045e+09
0,1706.47,1502.9,9.61362e+09
1,1731.8,-1941.48,-1.12825e+09
0,1742.97,1457.99,9.68053e+09
1,1681.37,-1985.26,-1.1361e+09
0,1778.35,1412.16,9.74789e+09
1,1629.85,-2027.77,-1.144e+09
0,1812.58,1365.45,9.81573e+09
1,1577.26,-2069,-1.15196e+09
0,1845.65,1317.88,9.88404e+09
1,1523.65,-2108.91,-1.15998e+09
0,1877.53,1269.48,9.95282e+09
1,1469.04,-2147.48,-1.16805e+09
0,1908.2,1220.29,1.00221e+10
1,1413.46,-2184.69,-1.17618e+09
0,1937.64,1170.33,1.00918e+10
1,1356.96,-2220.51,-1.18437e+09
0,1965.84,1119.63,1.01621e+10
1,1299.57,-2254.92,-1.19261e+09
0,1992.76,1068.23,1.02328e+10
1,1241.31,-2287.89,-1.20091e+09
0,2018.41,1016.16,1.0304e+10
1,1182.23,-2319.4,-1.20927e+09
0,2042.75,963.44,1.03757e+10
1,1122.37,-2349.44,-1.21768e+09
0,2065.78,910.116,1.04479e+10
1,1061.76,-2377.99,-1.22616e+09
0,2087.47,856.216,1.05206e+10
1,1000.43,-2405.02,-1.23469e+09
0,2107.82,801.774,1.05938e+10
1,938.433,-2430.51,-1.24328e+09
0,2126.81,746.823,1.06675e+10
1,875.798,-2454.46,-1.25193e+09
0,2144.42,691.398,1.07418e+10
1,812.566,-2476.84,-1.26065e+09
0,2160.65,635.533,1.08165e+10
1,748.777,-2497.64,-1.26942e+09
0,2175.49,579.262,1.08918e+10
1,684.469,-2516.85,-1.27825e+09
0,2188.92,522.62,1.09676e+10
1,619.684,-2534.45,-1.28715e+09
0,2200.93,465.643,1.10439e+10
1,554.459,-2550.43,-1.29611e+09
0,2211.53,408.366,1.11208e+10
1,488.838,-2564.78,-1.30513e+09
0,2220.69,350.824,1.11982e+10
1,422.859,-2577.5,-1.31421e+09
0,2228.41,293.054,1.12761e+10
1,356.565,-2588.56,-1.32335e+09
0,2234.69,235.09,1.13546e+10
1,289.996,-2597.97,-1.33256e+09
0,2239.53,176.97,1.14336e+10
1,223.193,-2605.71,-1.34184e+09
0,2242.91,118.73,1.15132e+10
1,156.2,-2611.78,-1.35117e+09
0,2244.84,60.4049,1.15933e+10
1,89.0559,-2616.19,-1.36058e+09
0,2245.31,2.03227,1.1674e+10
1,21.8043,-2618.91,-1.37005e+09
0,2244.33,-56.3517,1.17552e+10
1,-45.5134,-2619.95,-1.37958e+09
0,2241.88,-114.711,1.1837e+10
1,-112.855,-2619.31,-1.38918e+09
0,2237.98,-173.008,1.19194e+10
1,-180.179,-2616.99,-1.39885e+09
0,2232.62,-231.208,1.20023e+10
1,-247.442,-2612.99,-1.40858e+09
0,2225.81,-289.273,1.20859e+10
1,-314.603,-2607.31,-1.41839e+09
0,2217.55,-347.167,1.217e+10
1,-381.62,-2599.95,-1.42826e+09
0,2207.85,-404.854,1.22547e+10
1,-448.451,-2590.91,-1.4382e+09
0,2196.7,-462.299,1.23399e+10
1,-515.054,-2580.21,-1.4482e+09
0,2184.12,-519.464,1.24258e+10
1,-581.387,-2567.84,-1.45828e+09
0,2170.12,-576.314,1.25123e+10
1,-647.409,-2553.81,-1.46843e+09
0,2154.69,-632.813,1.25994e+10
1,-713.077,-2538.14,-1.47865e+09
0,2137.85,-688.926,1.2687e+10
1,-778.352,-2520.83,-1.48894e+09
0,2119.62,-744.618,1.27753e+10
1,-843.192,-2501.88,-1.4993e+09
0,2099.99,-799.854,1.28642e+10
1,-907.555,-2481.32,-1.50973e+09
0,2078.98,-854.598,1.29538e+10
1,-971.403,-2459.15,-1.52024e+09
0,2056.61,-908.816,1.30439e+10
1,-1034.69,-2435.38,-1.53082e+09
0,2032.88,-962.475,1.31347e+10
1,-1097.39,-2410.04,-1.54147e+09
0,2007.82,-1015.54,1.32261e+10
1,-1159.45,-2383.12,-1.5522e+09
0,1981.43,-1067.98,1.33181e+10
1,-1220.83,-2354.66,-1.563e+09
0,1953.73,-1119.75,1.34108e+10
1,-1281.5,-2324.67,-1.57388e+09
0,1924.74,-1170.84,1.35041e+10
1,-1341.42,-2293.16,-1.58483e+09
0,1894.47,-1221.2,1.35981e+10
1,-1400.55,-2260.15,-1.59586e+09
0,1862.95,-1270.8,1.36927e+10
1,-1458.85,-2225.67,-1.60697e+09
0,1830.19,-1319.61,1.3788e+10
1,-1516.28,-2189.74,-1.61815e+09
0,1796.21,-1367.61,1.3884e+10
1,-1572.82,-2152.36,-1.62941e+09
0,1761.04,-1414.75,1.39806e+10
1,-1628.42,-2113.58,-1.64075e+09
0,1724.69,-1461.01,1.40779e+10
1,-1683.04,-2073.41,-1.65217e+09
0,1687.18,-1506.37,1.41759e+10
1,-1736.67,-2031.88,-1.66367e+09
0,1648.55,-1550.79,1.42745e+10
1,-1789.25,-1989.01,-1.67524e+09
0,1608.8,-1594.24,1.43739e+10
1,-1840.75,-1944.83,-1.6869e+09
0,1567.98,-1636.69,1.44739e+10
1,-1891.15,-1899.36,-1.69864e+09
0,1526.09,-1678.13,1.45746e+10
1,-1940.41,-1852.63,-1.71046e+09
0,1483.17,-1718.52,1.4676e+10
1,-1988.5,-1804.67,-1.72237e+09
0,1439.25,-1757.83,1.47782e+10
1,-2035.39,-1755.52,-1.73435e+09
0,1394.34,-1796.05,1.4881e+10
1,-2081.05,-1705.19,-1.74642e+09
0,1348.48,-1833.14,1.49846e+10
1,-2125.45,-1653.73,-1.75858e+09
0,1301.7,-1869.08,1.50889e+10
1,-2168.56,-1601.16,-1.77081e+09
0,1254.02,-1903.86,1.51939e+10
1,-2210.35,-1547.51,-1.78314e+09
0,1205.48,-1937.44,1.52996e+10
1,-2250.8,-1492.82,-1.79555e+09
0,1156.1,-1969.81,1.54061e+10
1,-2289.88,-1437.12,-1.80804e+09
0,1105.91,-2000.95,1.55133e+10
1,-2327.57,-1380.45,-1.82062e+09
0,1054.95,-2030.83,1.56212e+10
1,-2363.84,-1322.84,-1.83329e+09
0,1003.24,-2059.43,1.57299e+10
1,-2398.66,-1264.32,-1.84605e+09
0,950.821,-2086.74,1.58394e+10
1,-2432.02,-1204.94,-1.8589e+09
0,897.722,-2112.74,1.59496e+10
1,-2463.9,-1144.72,-1.87183e+09
0,843.977,-2137.42,1.60606e+10
1,-2494.26,-1083.72,-1.88486e+09
0,789.618,-2160.75,1.61724e+10
1,-2523.1,-1021.95,-1.89798e+09
0,734.68,-2182.72,1.6285e+10
1,-2550.4,-959.468,-1.91119e+09
0,679.195,-2203.32,1.63983e+10
1,-2576.12,-896.305,-1.92449e+09
0,623.198,-2222.53,1.65124e+10
1,-2600.27,-832.503,-1.93788e+09
0,566.725,-2240.34,1.66273e+10
1,-2622.83,-768.099,-1.95137e+09
0,509.809,-2256.74,1.6743e+10
1,-2643.77,-703.135,-1.96494e+09
0,452.488,-2271.71,1.68595e+10
1,-2663.08,-637.65,-1.97862e+09
0,394.795,-2285.25,1.69769e+10
1,-2680.76,-571.686,-1.99239e+09
0,336.767,-2297.35,1.7095e+10
1,-2696.78,-505.283,-2.00625e+09
